 ,DocumentNo,LineNo,Type,No,LocationCode,PostingGroup,ShipmentDate,Description,Description2,UnitofMeasure,Quantity,UnitPrice,UnitCostLCY,VAT,LineDiscount,LineDiscountAmount,Amount,AmountIncludingVAT,AllowInvoiceDisc,GrossWeight,NetWeight,UnitsperParcel,UnitVolume,AppltoItemEntry,ShortcutDimension1Code,ShortcutDimension2Code,CustomerPriceGroup,JobNo,WorkTypeCode,ShipmentNo,ShipmentLineNo,OrderNo,OrderLineNo,BilltoCustomerNo,InvDiscountAmount,DropShipment,GenBusPostingGroup,GenProdPostingGroup,VATCalculationType,TransactionType,TransportMethod,AttachedtoLineNo,ExitPoint,Area,TransactionSpecification,TaxCategory,TaxAreaCode,TaxLiable,TaxGroupCode,VATClauseCode,VATBusPostingGroup,VATProdPostingGroup,BlanketOrderNo,BlanketOrderLineNo,VATBaseAmount,UnitCost,SystemCreatedEntry,LineAmount,VATDifference,VATIdentifier,ICPartnerRefType,ICPartnerReference,PrepaymentLine,ICPartnerCode,PostingDate,ICItemReferenceNo,PmtDiscountAmount,LineDiscountCalculation,DimensionSetID,JobTaskNo,JobContractEntryNo,DeferralCode,AllocationAccountNo,VariantCode,BinCode,QtyperUnitofMeasure,UnitofMeasureCode,QuantityBase,FAPostingDate,DepreciationBookCode,DepruntilFAPostingDate,DuplicateinDepreciationBook,UseDuplicationList,ResponsibilityCenter,ItemCategoryCode,Nonstock,PurchasingCode,ItemReferenceNo,ItemReferenceUnitofMeasure,ItemReferenceType,ItemReferenceTypeNo,ApplfromItemEntry,ReturnReasonCode,PriceCalculationMethod,AllowLineDisc,CustomerDiscGroup,Pricedescription,GSTPlaceofSupply,GSTGroupCode,GSTGroupType,HSNSACCode,GSTJurisdictionType,InvoiceType,Exempted,GSTRoundingLine,GSTOnAssessableValue,GSTAssessableValueLCY,NonGSTLine,PriceExclusiveofTax,GSTCredit,UnitPriceInclofTax,TotalUPITAmount,FOC,GSTCustomerType,ChargeGroupCode,ChargeGroupLineNo,TCSNatureofCollection,AssesseeCode,Remark,VariantName,PLNo,ModelNo,SystemCreatedAt,SystemCreatedBy,SystemId,SystemModifiedAt,SystemModifiedBy
C000004,SINV25-04497,10000,Item,SSRM00002,MAIN STORE,RAW MAT,2/16/2026,SOLAR GLASS 2272MM X 1128MM X3.2MM,,NUMBERS,1200,1102,1064.09495,0,0,0,1322400,1322400,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,C000004,0,FALSE,NATIONAL,PUR-RM,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,1322400,1064.09495,FALSE,1322400,0,1, ,,FALSE,,2/16/2026,,0,None,888,,0,,,BRD-00154,,1,NOS,1200,0001-01-01,,FALSE,,FALSE,,RM-GLASS,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-18%,Goods,70071900,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,INFINITE TIRUPATI GLASS,0,,2026-02-16T12:59:34.503Z,849d181e-3d21-418b-b6bd-ab592bb57294,287cf48f-360b-f111-8ba2-0a94ef98bfef,2026-02-16T12:59:34.503Z,849d181e-3d21-418b-b6bd-ab592bb57294
,SINV25-04498,10000, ,,,,0001-01-01,Shipment No. DS25-04040:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,2/16/2026,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2026-02-16T13:02:55.097Z,6e854f8f-3ea4-4432-abf2-24b814b56c61,4f3957a2-370b-f111-8ba2-0a94ef98bfef,2026-02-16T13:02:55.097Z,6e854f8f-3ea4-4432-abf2-24b814b56c61
C000542,SINV25-04498,20000,Item,FGSM00002,FG,FG-SOLAR,2/16/2026,SOLAR PANEL 550 WP MONO HALF CUT NON DCR,,NUMBERS,182,6737.5,5125.61631,0,0,0,1226225,1226225,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-04040,10000,SO25-01696,10000,C000542,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,1226225,5125.61631,FALSE,1226225,0,1, ,,FALSE,,2/16/2026,,0,None,888,,0,,,BRD-00059,,1,NOS,182,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL,0,OSWAL550MPN144,2026-02-16T13:03:01.657Z,6e854f8f-3ea4-4432-abf2-24b814b56c61,803957a2-370b-f111-8ba2-0a94ef98bfef,2026-02-16T13:03:01.657Z,6e854f8f-3ea4-4432-abf2-24b814b56c61
,SINV25-04499,10000, ,,,,0001-01-01,Shipment No. DS25-04042:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,2/16/2026,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2026-02-16T13:06:42.937Z,6e854f8f-3ea4-4432-abf2-24b814b56c61,3131a83f-380b-f111-8ba2-0a94ef98bfef,2026-02-16T13:06:42.937Z,6e854f8f-3ea4-4432-abf2-24b814b56c61
C000561,SINV25-04499,20000,Item,FGSM00008,WH-KUTAIL,FG-SOLAR,2/16/2026,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,,NUMBERS,280,6545,5015.7816,0,0,0,1832600,1832600,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-04042,10000,SO25-01695,10000,C000561,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,1832600,5015.7816,FALSE,1832600,0,1, ,,FALSE,,2/16/2026,,0,None,888,,0,,,BRD-00059,,1,NOS,280,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL TB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Interstate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,IND,,OSWAL,0,OSWAL550MPN144TB,2026-02-16T13:06:56.193Z,6e854f8f-3ea4-4432-abf2-24b814b56c61,5e31a83f-380b-f111-8ba2-0a94ef98bfef,2026-02-16T13:06:56.193Z,6e854f8f-3ea4-4432-abf2-24b814b56c61
C000004,SINV25-04500,10000,Item,SSRM00002,MAIN STORE,RAW MAT,2/16/2026,SOLAR GLASS 2272MM X 1128MM X3.2MM,,NUMBERS,1200,1102,1064.09495,0,0,0,1322400,1322400,TRUE,0,0,0,0,0,UNIT-1,,,,,,0,,0,C000004,0,FALSE,NATIONAL,PUR-RM,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,1322400,1064.09495,FALSE,1322400,0,1, ,,FALSE,,2/16/2026,,0,None,888,,0,,,BRD-00154,,1,NOS,1200,0001-01-01,,FALSE,,FALSE,,RM-GLASS,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-18%,Goods,70071900,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,INFINITE TIRUPATI GLASS,0,,2026-02-16T13:07:16.243Z,849d181e-3d21-418b-b6bd-ab592bb57294,b31b80ce-370b-f111-8ba2-0a94ef98bfef,2026-02-16T13:07:16.243Z,849d181e-3d21-418b-b6bd-ab592bb57294
,SINV25-04501,10000, ,,,,0001-01-01,Shipment No. DS25-04039:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,2/16/2026,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2026-02-16T13:13:42.377Z,6e854f8f-3ea4-4432-abf2-24b814b56c61,634ca63a-390b-f111-8ba2-0a94ef98bfef,2026-02-16T13:13:42.377Z,6e854f8f-3ea4-4432-abf2-24b814b56c61
C000106,SINV25-04501,20000,Item,FGSM00157,FG,FG-SOLAR,1/27/2026,SOLAR PANEL 540 WP MONO HALF CUT DCR,,NUMBERS,224,11880,9687.83,0,0,0,2661120,2661120,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-04039,20000,SO25-01594,20000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,2661120,9687.83,FALSE,2661120,0,1, ,,FALSE,,2/16/2026,,0,None,888,,0,,,BRD-00059,,1,NOS,224,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL,0,OSWAL540MP144,2026-02-16T13:13:53.19Z,6e854f8f-3ea4-4432-abf2-24b814b56c61,951b9e40-390b-f111-8ba2-0a94ef98bfef,2026-02-16T13:13:53.19Z,6e854f8f-3ea4-4432-abf2-24b814b56c61
,SINV25-04502,10000, ,,,,0001-01-01,Shipment No. DS25-04041:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,2/16/2026,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2026-02-16T13:15:19.923Z,6e854f8f-3ea4-4432-abf2-24b814b56c61,041f1475-390b-f111-8ba2-0a94ef98bfef,2026-02-16T13:15:19.923Z,6e854f8f-3ea4-4432-abf2-24b814b56c61
C000106,SINV25-04502,20000,Item,FGSM00158,FG,FG-SOLAR,1/27/2026,SOLAR PANEL 520 WP MONO HALF CUT DCR,,NUMBERS,224,11440,9523.71,0,0,0,2562560,2562560,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-04041,10000,SO25-01594,10000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,2562560,9523.71,FALSE,2562560,0,1, ,,FALSE,,2/16/2026,,0,None,888,,0,,,BRD-00059,,1,NOS,224,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL,0,OSWAL520MP144,2026-02-16T13:15:30.583Z,6e854f8f-3ea4-4432-abf2-24b814b56c61,351f1475-390b-f111-8ba2-0a94ef98bfef,2026-02-16T13:15:30.583Z,6e854f8f-3ea4-4432-abf2-24b814b56c61
,SINV25-04503,10000, ,,,,0001-01-01,Shipment No. DS25-04043:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,,,,,,,0,,0,,0,FALSE,,,Normal VAT,,,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,2/16/2026,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2026-02-16T13:16:54.677Z,6e854f8f-3ea4-4432-abf2-24b814b56c61,fa0a66bc-390b-f111-8ba2-0a94ef98bfef,2026-02-16T13:16:54.677Z,6e854f8f-3ea4-4432-abf2-24b814b56c61
C000106,SINV25-04503,20000,Item,FGSM00158,FG,FG-SOLAR,1/27/2026,SOLAR PANEL 520 WP MONO HALF CUT DCR,,NUMBERS,23,11440,9523.71,0,0,0,263120,263120,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-04043,10000,SO25-01594,10000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,,0,,,,,,FALSE,,,,,,0,263120,9523.71,FALSE,263120,0,1, ,,FALSE,,2/16/2026,,0,None,888,,0,,,BRD-00059,,1,NOS,23,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL,0,OSWAL520MP144,2026-02-16T13:16:55.787Z,6e854f8f-3ea4-4432-abf2-24b814b56c61,2b0b66bc-390b-f111-8ba2-0a94ef98bfef,2026-02-16T13:16:55.787Z,6e854f8f-3ea4-4432-abf2-24b814b56c61
,SINV25-04504,10000, ,,,,0001-01-01,Shipment No. DS25-04044:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,,,,,,,0,,0,,0,FALSE,,,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,2/17/2026,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2026-02-17T09:42:49.107Z,849d181e-3d21-418b-b6bd-ab592bb57294,4f6f56d4-e40b-f111-8ba2-0a94ef98bfef,2026-02-17T09:42:49.107Z,849d181e-3d21-418b-b6bd-ab592bb57294
C000106,SINV25-04504,20000,Item,FGSM00003,FG,FG-SOLAR,02-11-2026,SOLAR PANEL 540 WP MONO HALF CUT NON DCR,,NUMBERS,224,6480,5266.86219,0,0,0,1451520,1451520,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-04044,20000,SO25-01665,20000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,1451520,5266.86219,FALSE,1451520,0,1, ,,FALSE,,2/17/2026,,0,None,888,,0,,,BRD-00190,,1,NOS,224,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL PUMPS,0,OSWAL540MPN144,2026-02-17T09:42:59.18Z,849d181e-3d21-418b-b6bd-ab592bb57294,806f56d4-e40b-f111-8ba2-0a94ef98bfef,2026-02-17T09:42:59.18Z,849d181e-3d21-418b-b6bd-ab592bb57294
,SINV25-04505,10000, ,,,,0001-01-01,Shipment No. DS25-04045:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,,,,,,,0,,0,,0,FALSE,,,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,2/17/2026,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2026-02-17T09:44:47.897Z,849d181e-3d21-418b-b6bd-ab592bb57294,a2139e30-e50b-f111-8ba2-0a94ef98bfef,2026-02-17T09:44:47.897Z,849d181e-3d21-418b-b6bd-ab592bb57294
C000106,SINV25-04505,20000,Item,FGSM00003,FG,FG-SOLAR,02-11-2026,SOLAR PANEL 540 WP MONO HALF CUT NON DCR,,NUMBERS,224,6480,5266.86219,0,0,0,1451520,1451520,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-04045,20000,SO25-01665,20000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,1451520,5266.86219,FALSE,1451520,0,1, ,,FALSE,,2/17/2026,,0,None,888,,0,,,BRD-00190,,1,NOS,224,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL PUMPS,0,OSWAL540MPN144,2026-02-17T09:44:58.027Z,849d181e-3d21-418b-b6bd-ab592bb57294,d3139e30-e50b-f111-8ba2-0a94ef98bfef,2026-02-17T09:44:58.027Z,849d181e-3d21-418b-b6bd-ab592bb57294
,SINV25-04506,10000, ,,,,0001-01-01,Shipment No. DS25-04046:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,,,,,,,0,,0,,0,FALSE,,,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,2/17/2026,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2026-02-17T09:46:38.087Z,849d181e-3d21-418b-b6bd-ab592bb57294,50e62a67-e50b-f111-8ba2-0a94ef98bfef,2026-02-17T09:46:38.087Z,849d181e-3d21-418b-b6bd-ab592bb57294
C000106,SINV25-04506,20000,Item,FGSM00157,FG,FG-SOLAR,1/27/2026,SOLAR PANEL 540 WP MONO HALF CUT DCR,,NUMBERS,51,11880,9687.83,0,0,0,605880,605880,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-04046,20000,SO25-01594,20000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,605880,9687.83,FALSE,605880,0,1, ,,FALSE,,2/17/2026,,0,None,888,,0,,,BRD-00059,,1,NOS,51,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL,0,OSWAL540MP144,2026-02-17T09:46:40.357Z,849d181e-3d21-418b-b6bd-ab592bb57294,81e62a67-e50b-f111-8ba2-0a94ef98bfef,2026-02-17T09:46:40.357Z,849d181e-3d21-418b-b6bd-ab592bb57294
,SINV25-04507,10000, ,,,,0001-01-01,Shipment No. DS25-04047:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,,,,,,,0,,0,,0,FALSE,,,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,2/17/2026,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2026-02-17T09:48:33.297Z,849d181e-3d21-418b-b6bd-ab592bb57294,8c8ddea7-e50b-f111-8ba2-0a94ef98bfef,2026-02-17T09:48:33.297Z,849d181e-3d21-418b-b6bd-ab592bb57294
C000106,SINV25-04507,20000,Item,FGSM00003,FG,FG-SOLAR,02-11-2026,SOLAR PANEL 540 WP MONO HALF CUT NON DCR,,NUMBERS,224,6480,5266.86219,0,0,0,1451520,1451520,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-04047,20000,SO25-01665,20000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,1451520,5266.86219,FALSE,1451520,0,1, ,,FALSE,,2/17/2026,,0,None,888,,0,,,BRD-00190,,1,NOS,224,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL PUMPS,0,OSWAL540MPN144,2026-02-17T09:48:47.737Z,849d181e-3d21-418b-b6bd-ab592bb57294,bd8ddea7-e50b-f111-8ba2-0a94ef98bfef,2026-02-17T09:48:47.737Z,849d181e-3d21-418b-b6bd-ab592bb57294
,SINV25-04508,10000, ,,,,0001-01-01,Shipment No. DS25-04048:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,,,,,,,0,,0,,0,FALSE,,,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,2/17/2026,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2026-02-17T09:49:57.583Z,849d181e-3d21-418b-b6bd-ab592bb57294,472381f0-e50b-f111-8ba2-0a94ef98bfef,2026-02-17T09:49:57.583Z,849d181e-3d21-418b-b6bd-ab592bb57294
C000106,SINV25-04508,20000,Item,FGSM00003,FG,FG-SOLAR,02-11-2026,SOLAR PANEL 540 WP MONO HALF CUT NON DCR,,NUMBERS,14,6480,5266.86219,0,0,0,90720,90720,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-04048,20000,SO25-01665,20000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,90720,5266.86219,FALSE,90720,0,1, ,,FALSE,,2/17/2026,,0,None,888,,0,,,BRD-00190,,1,NOS,14,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL PUMPS,0,OSWAL540MPN144,2026-02-17T09:49:58.517Z,849d181e-3d21-418b-b6bd-ab592bb57294,782381f0-e50b-f111-8ba2-0a94ef98bfef,2026-02-17T09:49:58.517Z,849d181e-3d21-418b-b6bd-ab592bb57294
,SINV25-04509,10000, ,,,,0001-01-01,Shipment No. DS25-04052:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,,,,,,,0,,0,,0,FALSE,,,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,2/17/2026,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2026-02-17T09:51:44.777Z,849d181e-3d21-418b-b6bd-ab592bb57294,3cf24c30-e60b-f111-8ba2-0a94ef98bfef,2026-02-17T09:51:44.777Z,849d181e-3d21-418b-b6bd-ab592bb57294
C000106,SINV25-04509,20000,Item,FGSM00157,FG,FG-SOLAR,02-11-2026,SOLAR PANEL 540 WP MONO HALF CUT DCR,,NUMBERS,224,11880,8867.37223,0,0,0,2661120,2661120,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-04052,20000,SO25-01667,20000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,2661120,8867.37223,FALSE,2661120,0,1, ,,FALSE,,2/17/2026,,0,None,888,,0,,,BRD-00190,,1,NOS,224,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL PUMPS,0,OSWAL540MP144,2026-02-17T09:52:02.23Z,849d181e-3d21-418b-b6bd-ab592bb57294,6df24c30-e60b-f111-8ba2-0a94ef98bfef,2026-02-17T09:52:02.23Z,849d181e-3d21-418b-b6bd-ab592bb57294
,SINV25-04510,10000, ,,,,0001-01-01,Shipment No. DS25-04053:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,,,,,,,0,,0,,0,FALSE,,,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,2/17/2026,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2026-02-17T12:58:18.85Z,849d181e-3d21-418b-b6bd-ab592bb57294,77001841-000c-f111-8ba2-0a94ef98bfef,2026-02-17T12:58:18.85Z,849d181e-3d21-418b-b6bd-ab592bb57294
C000106,SINV25-04510,20000,Item,FGSM00157,FG,FG-SOLAR,02-11-2026,SOLAR PANEL 540 WP MONO HALF CUT DCR,,NUMBERS,224,11880,8867.37223,0,0,0,2661120,2661120,TRUE,0,0,0,0,0,UNIT-1,,,,,DS25-04053,20000,SO25-01667,20000,C000106,0,FALSE,NATIONAL,FG-SOLAR,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,2661120,8867.37223,FALSE,2661120,0,1, ,,FALSE,,2/17/2026,,0,None,888,,0,,,BRD-00190,,1,NOS,224,0001-01-01,,FALSE,,FALSE,,FG-SOLAR PANEL WB,FALSE,,,, ,,0,,Lowest Price,TRUE,,,Bill-to Address,GD-05%,Goods,85414300,Intrastate,Taxable,FALSE,FALSE,FALSE,0,FALSE,FALSE,Availment,0,0,FALSE,Registered,,0,,COM,,OSWAL PUMPS,0,OSWAL540MP144,2026-02-17T12:58:29.283Z,849d181e-3d21-418b-b6bd-ab592bb57294,a8001841-000c-f111-8ba2-0a94ef98bfef,2026-02-17T12:58:29.283Z,849d181e-3d21-418b-b6bd-ab592bb57294
,SINV25-04511,10000, ,,,,0001-01-01,Shipment No. DS25-04054:,,,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,,,,,,,0,,0,,0,FALSE,,,Normal VAT,,1,0,,,,,,FALSE,,,,,,0,0,0,FALSE,0,0,, ,,FALSE,,2/17/2026,,0,None,0,,0,,,,,1,,0,0001-01-01,,FALSE,,FALSE,,,FALSE,,,, ,,0,, ,TRUE,,, ,,Goods,,Intrastate, ,FALSE,FALSE,FALSE,0,FALSE,FALSE, ,0,0,FALSE, ,,0,,,,,0,,2026-02-17T12:59:49.7Z,849d181e-3d21-418b-b6bd-ab592bb57294,2e8b3776-000c-f111-8ba2-0a94ef98bfef,2026-02-17T12:59:49.7Z,849d181e-3d21-418b-b6bd-ab592bb57294
